Date,Water Temp
6/1/2012,8.586488889
6/2/2012,8.872917147967431
6/3/2012,9.148625672019868
6/4/2012,9.413614461157309
6/5/2012,9.667883515379753
6/6/2012,9.911432834687202
6/7/2012,10.144262419079658
6/8/2012,10.366372268557118
6/9/2012,10.57776238311958
6/10/2012,10.778432762767048
6/11/2012,10.968383407499525
6/12/2012,11.147614317317004
6/13/2012,11.316125492219482
6/14/2012,11.473916932206974
6/15/2012,11.620988637279465
6/16/2012,11.757340607436964
6/17/2012,11.882972842679465
6/18/2012,11.997885343006974
6/19/2012,12.102078108419486
6/20/2012,12.195551138917002
6/21/2012,12.278304434499521
6/22/2012,12.350337995167049
6/23/2012,12.41165182091958
6/24/2012,12.462245911757117
6/25/2012,12.502120267679658
6/26/2012,12.531274888687202
6/27/2012,12.549709774779753
6/28/2012,12.557424925957308
6/29/2012,12.554420342219867
6/30/2012,12.540696023567435
7/1/2012,12.51625197
7/2/2012,12.481088181517576
7/3/2012,12.435204658120153
7/4/2012,12.37860139980774
7/5/2012,12.311278406580328
7/6/2012,12.23323567843792
7/7/2012,12.144473215380518
7/8/2012,12.044991017408123
7/9/2012,11.93478908452073
7/10/2012,11.81386741671834
7/11/2012,11.682226014000957
7/12/2012,11.53986487636858
7/13/2012,11.386784003821205
7/14/2012,11.222983396358838
7/15/2012,11.048463053981475
7/16/2012,10.863222976689116
7/17/2012,10.670030524930699
7/18/2012,10.485489861399842
7/19/2012,10.312368346545478
7/20/2012,10.150665980367615
7/21/2012,10.000382762866248
7/22/2012,9.86151869404138
7/23/2012,9.734073773893003
7/24/2012,9.618048002421128
7/25/2012,9.51344137962575
7/26/2012,9.420253905506865
7/27/2012,9.33848558006448
7/28/2012,9.26813640329859
7/29/2012,9.209206375209199
7/30/2012,9.161695495796302
7/31/2012,9.125603765059902
8/1/2012,9.100931183
8/2/2012,9.087677749616592
8/3/2012,9.085843464909685
8/4/2012,9.095428328879272
8/5/2012,9.116432341525357
8/6/2012,9.148855502847937
8/7/2012,9.192697812847015
8/8/2012,9.247959271522593
8/9/2012,9.314639878874665
8/10/2012,9.392739634903233
8/11/2012,9.4822585396083
8/12/2012,9.583196592989859
8/13/2012,9.69555379504792
8/14/2012,9.819330145782475
8/15/2012,9.954525645193527
8/16/2012,10.101140293281079
8/17/2012,10.255944212612569
8/18/2012,10.39955813859267
8/19/2012,10.52875219378883
8/20/2012,10.643526378201045
8/21/2012,10.743880691829315
8/22/2012,10.829815134673643
8/23/2012,10.901329706734025
8/24/2012,10.958424408010465
8/25/2012,11.00109923850296
8/26/2012,11.029354198211513
8/27/2012,11.04318928713612
8/28/2012,11.042604505276783
8/29/2012,11.027599852633502
8/30/2012,10.99817532920628
8/31/2012,10.954330934995113
9/1/2012,10.89606667
9/2/2012,10.823382534220947
9/3/2012,10.736278527657946
9/4/2012,10.634754650311002
9/5/2012,10.518810902180116
9/6/2012,10.388447283265288
9/7/2012,10.243663793566512
9/8/2012,10.084460433083793
9/9/2012,9.910837201817133
9/10/2012,9.722794099766526
9/11/2012,9.520331126931977
9/12/2012,9.303448283313484
9/13/2012,9.072145568911047
9/14/2012,8.826422983724665
9/15/2012,8.566280527754339
9/16/2012,8.291718201000071
9/17/2012,8.01423380566358
9/18/2012,7.7453251439465856
9/19/2012,7.484992215849091
9/20/2012,7.233235021371094
9/21/2012,6.990053560512594
9/22/2012,6.7554478332735926
9/23/2012,6.529417839654091
9/24/2012,6.311963579654085
9/25/2012,6.103085053273579
9/26/2012,5.902782260512572
9/27/2012,5.71105520137106
9/28/2012,5.527903875849048
9/29/2012,5.353328283946534
9/30/2012,5.187328425663518
10/1/2012,5.029904301
10/2/2012,4.881055909955981
10/3/2012,4.740783252531459
10/4/2012,4.609086328726435
10/5/2012,4.48596513854091
10/6/2012,4.371419681974882
10/7/2012,4.265449959028352
10/8/2012,4.168055969701323
